CCI,Control,Pub,
CCI-000983,PE-16.1_(ii),NIST_SP_800-53A,
CCI-000984,PE-16.1_(iii),NIST_SP_800-53A,
CCI-000985,PE-17_a,NIST_SP_800-53,
CCI-000985,PE-17_a,NIST_SP_800-53_Revision_4,
CCI-000986,PE-17_a,NIST_SP_800-53,
CCI-002975,PE-17_a,NIST_SP_800-53_Revision_4,
CCI-000987,PE-17_b,NIST_SP_800-53,
CCI-000987,PE-17_b,NIST_SP_800-53_Revision_4,
CCI-000988,PE-17_c,NIST_SP_800-53,
CCI-000988,PE-17_c,NIST_SP_800-53_Revision_4,
CCI-000986,PE-17.1_(i),NIST_SP_800-53A,
CCI-000985,PE-17.1_(ii),NIST_SP_800-53A,
CCI-000987,PE-17.1_(iii),NIST_SP_800-53A,
CCI-000988,PE-17.1_(iv),NIST_SP_800-53A,
CCI-000989,PE-18,NIST_SP_800-53,
CCI-000989,PE-18,NIST_SP_800-53_Revision_4,
CCI-000990,PE-18,NIST_SP_800-53,
CCI-000991,PE-18,NIST_SP_800-53,
CCI-000991,PE-18,NIST_SP_800-53_Revision_4,
CCI-002976,PE-18,NIST_SP_800-53_Revision_4,
CCI-000992,PE-18_(1),NIST_SP_800-53,
CCI-002977,PE-18_(1),NIST_SP_800-53_Revision_4,
CCI-002978,PE-18_(1),NIST_SP_800-53_Revision_4,
CCI-000992,PE-18_(1).1_(i_and_ii),NIST_SP_800-53A,
CCI-000989,PE-18.1_(i),NIST_SP_800-53A,
CCI-000990,PE-18.1_(i),NIST_SP_800-53A,
CCI-000991,PE-18.1_(ii),NIST_SP_800-53A,
CCI-000993,PE-19,NIST_SP_800-53,
CCI-000993,PE-19,NIST_SP_800-53_Revision_4,
CCI-000994,PE-19_(1),NIST_SP_800-53,
CCI-000994,PE-19_(1),NIST_SP_800-53_Revision_4,
CCI-000994,PE-19_(1).1,NIST_SP_800-53A,
CCI-000993,PE-19.1,NIST_SP_800-53A,
CCI-000916,PE-2_(1),NIST_SP_800-53,
CCI-000916,PE-2_(1),NIST_SP_800-53_Revision_4,
CCI-000912,PE-2_(1).1_(i),NIST_SP_800-53A,
CCI-000916,PE-2_(1).1_(ii),NIST_SP_800-53A,
CCI-000917,PE-2_(2),NIST_SP_800-53,
CCI-000917,PE-2_(2),NIST_SP_800-53_Revision_4,
CCI-002912,PE-2_(2),NIST_SP_800-53_Revision_4,
CCI-000917,PE-2_(2).1,NIST_SP_800-53A,
CCI-001634,PE-2_(3),NIST_SP_800-53,
CCI-000918,PE-2_(3),NIST_SP_800-53,
CCI-002913,PE-2_(3),NIST_SP_800-53_Revision_4,
CCI-002914,PE-2_(3),NIST_SP_800-53_Revision_4,
CCI-001634,PE-2_(3).1_(i),NIST_SP_800-53A,
CCI-000918,PE-2_(3).1_(ii),NIST_SP_800-53A,
CCI-000912,PE-2_a,NIST_SP_800-53,
CCI-000912,PE-2_a,NIST_SP_800-53_Revision_4,
CCI-002910,PE-2_a,NIST_SP_800-53_Revision_4,
CCI-002911,PE-2_a,NIST_SP_800-53_Revision_4,
CCI-000913,PE-2_b,NIST_SP_800-53,
CCI-000913,PE-2_b,NIST_SP_800-53_Revision_4,
CCI-001635,PE-2_c,NIST_SP_800-53,
CCI-000914,PE-2_c,NIST_SP_800-53,
CCI-000914,PE-2_c,NIST_SP_800-53_Revision_4,
CCI-000915,PE-2_c,NIST_SP_800-53,
CCI-000915,PE-2_c,NIST_SP_800-53_Revision_4,
CCI-001635,PE-2_d,NIST_SP_800-53_Revision_4,
CCI-000913,PE-2.1_(iii),NIST_SP_800-53A,
CCI-000915,PE-2.2_(i),NIST_SP_800-53A,
CCI-000914,PE-2.2_(ii),NIST_SP_800-53A,
CCI-001635,PE-2.2_(iii),NIST_SP_800-53A,
CCI-002979,PE-20_a,NIST_SP_800-53_Revision_4,
CCI-002980,PE-20_a,NIST_SP_800-53_Revision_4,
CCI-002981,PE-20_a,NIST_SP_800-53_Revision_4,
CCI-002982,PE-20_a,NIST_SP_800-53_Revision_4,
CCI-002983,PE-20_b,NIST_SP_800-53_Revision_4,
CCI-000928,PE-3_(1),NIST_SP_800-53,
CCI-000928,PE-3_(1),NIST_SP_800-53_Revision_4,
CCI-002926,PE-3_(1),NIST_SP_800-53_Revision_4,
CCI-000928,PE-3_(1).1,NIST_SP_800-53A,
CCI-000929,PE-3_(2),NIST_SP_800-53,
CCI-000929,PE-3_(2),NIST_SP_800-53_Revision_4,
CCI-002927,PE-3_(2),NIST_SP_800-53_Revision_4,
CCI-000929,PE-3_(2).1,NIST_SP_800-53A,
CCI-000930,PE-3_(3),NIST_SP_800-53,
CCI-000930,PE-3_(3),NIST_SP_800-53_Revision_4,
CCI-000930,PE-3_(3).1,NIST_SP_800-53A,
CCI-000931,PE-3_(4),NIST_SP_800-53,
CCI-000931,PE-3_(4),NIST_SP_800-53_Revision_4,
CCI-000932,PE-3_(4),NIST_SP_800-53,
CCI-000932,PE-3_(4),NIST_SP_800-53_Revision_4,
CCI-000932,PE-3_(4).1_(i),NIST_SP_800-53A,
CCI-000931,PE-3_(4).1_(ii),NIST_SP_800-53A,
CCI-000933,PE-3_(5),NIST_SP_800-53,
CCI-000933,PE-3_(5),NIST_SP_800-53_Revision_4,
CCI-002928,PE-3_(5),NIST_SP_800-53_Revision_4,
CCI-002929,PE-3_(5),NIST_SP_800-53_Revision_4,
CCI-000933,PE-3_(5).1,NIST_SP_800-53A,
CCI-000934,PE-3_(6),NIST_SP_800-53,
CCI-000934,PE-3_(6),NIST_SP_800-53_Revision_4,
CCI-000935,PE-3_(6),NIST_SP_800-53,
CCI-000935,PE-3_(6),NIST_SP_800-53_Revision_4,
CCI-000935,PE-3_(6).1_(i),NIST_SP_800-53A,
CCI-000934,PE-3_(6).1_(ii),NIST_SP_800-53A,
CCI-000919,PE-3_a,NIST_SP_800-53,
CCI-000919,PE-3_a,NIST_SP_800-53_Revision_4,
CCI-002915,PE-3_a,NIST_SP_800-53_Revision_4,
CCI-000920,PE-3_a_1,NIST_SP_800-53_Revision_4,
CCI-000921,PE-3_a_2,NIST_SP_800-53_Revision_4,
CCI-002916,PE-3_a_2,NIST_SP_800-53_Revision_4,
CCI-000920,PE-3_b,NIST_SP_800-53,
CCI-002917,PE-3_b,NIST_SP_800-53_Revision_4,
CCI-002918,PE-3_b,NIST_SP_800-53_Revision_4,
CCI-000921,PE-3_c,NIST_SP_800-53,
CCI-002919,PE-3_c,NIST_SP_800-53_Revision_4,
CCI-002920,PE-3_c,NIST_SP_800-53_Revision_4,
CCI-000922,PE-3_d,NIST_SP_800-53,
CCI-002921,PE-3_d,NIST_SP_800-53_Revision_4,
CCI-002922,PE-3_d,NIST_SP_800-53_Revision_4,
CCI-002923,PE-3_d,NIST_SP_800-53_Revision_4,
CCI-002924,PE-3_d,NIST_SP_800-53_Revision_4,
CCI-000923,PE-3_e,NIST_SP_800-53,
CCI-000923,PE-3_e,NIST_SP_800-53_Revision_4,
CCI-000924,PE-3_f,NIST_SP_800-53,
CCI-000924,PE-3_f,NIST_SP_800-53_Revision_4,
CCI-000925,PE-3_f,NIST_SP_800-53,
CCI-000925,PE-3_f,NIST_SP_800-53_Revision_4,
CCI-002925,PE-3_f,NIST_SP_800-53_Revision_4,
CCI-000926,PE-3_g,NIST_SP_800-53,
CCI-000926,PE-3_g,NIST_SP_800-53_Revision_4,
CCI-000927,PE-3_g,NIST_SP_800-53,
CCI-000927,PE-3_g,NIST_SP_800-53_Revision_4,
CCI-000919,PE-3.1_(i),NIST_SP_800-53A,
CCI-000920,PE-3.1_(ii),NIST_SP_800-53A,
CCI-000921,PE-3.1_(iii),NIST_SP_800-53A,
CCI-000922,PE-3.1_(iv),NIST_SP_800-53A,
CCI-000923,PE-3.1_(v),NIST_SP_800-53A,
CCI-000925,PE-3.2_(i),NIST_SP_800-53A,
CCI-000924,PE-3.2_(ii),NIST_SP_800-53A,
CCI-000927,PE-3.2_(iii),NIST_SP_800-53A,
CCI-000926,PE-3.2_(iv),NIST_SP_800-53A,
CCI-000936,PE-4,NIST_SP_800-53,
CCI-000936,PE-4,NIST_SP_800-53_Revision_4,
CCI-002930,PE-4,NIST_SP_800-53_Revision_4,
CCI-002931,PE-4,NIST_SP_800-53_Revision_4,
CCI-000936,PE-4.1,NIST_SP_800-53A,
CCI-000937,PE-5,NIST_SP_800-53,
CCI-000937,PE-5,NIST_SP_800-53_Revision_4,
CCI-002932,PE-5_(1)_(a),NIST_SP_800-53_Revision_4,
CCI-002933,PE-5_(1)_(a),NIST_SP_800-53_Revision_4,
CCI-002934,PE-5_(1)_(b),NIST_SP_800-53_Revision_4,
CCI-002935,PE-5_(2)_(a),NIST_SP_800-53_Revision_4,
CCI-002936,PE-5_(2)_(b),NIST_SP_800-53_Revision_4,
CCI-002937,PE-5_(3),NIST_SP_800-53_Revision_4,
CCI-002938,PE-5_(3),NIST_SP_800-53_Revision_4,
CCI-000937,PE-5.1,NIST_SP_800-53A,
CCI-000942,PE-6_(1),NIST_SP_800-53,
CCI-000942,PE-6_(1),NIST_SP_800-53_Revision_4,
CCI-000942,PE-6_(1).1,NIST_SP_800-53A,
CCI-000943,PE-6_(2),NIST_SP_800-53,
CCI-002942,PE-6_(2),NIST_SP_800-53_Revision_4,
CCI-002943,PE-6_(2),NIST_SP_800-53_Revision_4,
CCI-002944,PE-6_(2),NIST_SP_800-53_Revision_4,
CCI-002945,PE-6_(2),NIST_SP_800-53_Revision_4,
CCI-000943,PE-6_(2).1,NIST_SP_800-53A,
CCI-002946,PE-6_(3),NIST_SP_800-53_Revision_4,
CCI-002947,PE-6_(3),NIST_SP_800-53_Revision_4,
CCI-002948,PE-6_(3),NIST_SP_800-53_Revision_4,
CCI-002949,PE-6_(3),NIST_SP_800-53_Revision_4,
CCI-002950,PE-6_(4),NIST_SP_800-53_Revision_4,
CCI-002951,PE-6_(4),NIST_SP_800-53_Revision_4,
CCI-000938,PE-6_a,NIST_SP_800-53,
CCI-002939,PE-6_a,NIST_SP_800-53_Revision_4,
CCI-000939,PE-6_b,NIST_SP_800-53,
CCI-000939,PE-6_b,NIST_SP_800-53_Revision_4,
CCI-000940,PE-6_b,NIST_SP_800-53,
CCI-000940,PE-6_b,NIST_SP_800-53_Revision_4,
CCI-002940,PE-6_b,NIST_SP_800-53_Revision_4,
CCI-002941,PE-6_b,NIST_SP_800-53_Revision_4,
CCI-000941,PE-6_c,NIST_SP_800-53,
CCI-000941,PE-6_c,NIST_SP_800-53_Revision_4,
CCI-000938,PE-6.1_(i),NIST_SP_800-53A,
CCI-000940,PE-6.1_(ii),NIST_SP_800-53A,
CCI-000939,PE-6.1_(iii),NIST_SP_800-53A,
CCI-000941,PE-6.1_(iv),NIST_SP_800-53A,
CCI-000944,PE-7,NIST_SP_800-53,
CCI-000945,PE-7_(1),NIST_SP_800-53,
CCI-000945,PE-7_(1).1,NIST_SP_800-53A,
CCI-000946,PE-7_(2),NIST_SP_800-53,
CCI-000946,PE-7_(2).1,NIST_SP_800-53A,
CCI-000944,PE-7.1,NIST_SP_800-53A,
CCI-000950,PE-8_(1),NIST_SP_800-53,
CCI-000950,PE-8_(1),NIST_SP_800-53_Revision_4,
CCI-000950,PE-8_(1).1,NIST_SP_800-53A,
CCI-000951,PE-8_(2),NIST_SP_800-53,
CCI-000951,PE-8_(2).1,NIST_SP_800-53A,
CCI-000947,PE-8_a,NIST_SP_800-53,
CCI-000947,PE-8_a,NIST_SP_800-53_Revision_4,
CCI-002952,PE-8_a,NIST_SP_800-53_Revision_4,
CCI-000948,PE-8_b,NIST_SP_800-53,
CCI-000948,PE-8_b,NIST_SP_800-53_Revision_4,
CCI-000949,PE-8_b,NIST_SP_800-53,
CCI-000949,PE-8_b,NIST_SP_800-53_Revision_4,
CCI-000947,PE-8.1_(i),NIST_SP_800-53A,
CCI-000948,PE-8.1_(ii),NIST_SP_800-53A,
CCI-000949,PE-8.1_(ii),NIST_SP_800-53A,
CCI-000952,PE-9,NIST_SP_800-53,
CCI-000952,PE-9,NIST_SP_800-53_Revision_4,
CCI-000953,PE-9_(1),NIST_SP_800-53,
CCI-002953,PE-9_(1),NIST_SP_800-53_Revision_4,
CCI-002954,PE-9_(1),NIST_SP_800-53_Revision_4,
CCI-000953,PE-9_(1).1,NIST_SP_800-53A,
CCI-000954,PE-9_(2),NIST_SP_800-53,
CCI-000954,PE-9_(2),NIST_SP_800-53_Revision_4,
CCI-000955,PE-9_(2),NIST_SP_800-53,
CCI-000955,PE-9_(2),NIST_SP_800-53_Revision_4,
CCI-000955,PE-9_(2).1_(i),NIST_SP_800-53A,
CCI-000954,PE-9_(2).1_(ii),NIST_SP_800-53A,
CCI-000952,PE-9.1,NIST_SP_800-53A,
CCI-001636,PL-1,NIST_SP_800-53,
CCI-000563,PL-1_a,NIST_SP_800-53,
CCI-000564,PL-1_a,NIST_SP_800-53,
CCI-000565,PL-1_a,NIST_SP_800-53,
CCI-000563,PL-1_a_1,NIST_SP_800-53_Revision_4,
CCI-000564,PL-1_a_1,NIST_SP_800-53_Revision_4,
CCI-003047,PL-1_a_1,NIST_SP_800-53_Revision_4,
CCI-000566,PL-1_a_2,NIST_SP_800-53_Revision_4,
CCI-000567,PL-1_a_2,NIST_SP_800-53_Revision_4,
CCI-003048,PL-1_a_2,NIST_SP_800-53_Revision_4,
CCI-001637,PL-1_b,NIST_SP_800-53,
CCI-001638,PL-1_b,NIST_SP_800-53,
CCI-000566,PL-1_b,NIST_SP_800-53,
CCI-000567,PL-1_b,NIST_SP_800-53,
CCI-000568,PL-1_b,NIST_SP_800-53,
CCI-001636,PL-1_b_1,NIST_SP_800-53_Revision_4,
CCI-001637,PL-1_b_1,NIST_SP_800-53_Revision_4,
CCI-001638,PL-1_b_2,NIST_SP_800-53_Revision_4,
CCI-000568,PL-1_b_2,NIST_SP_800-53_Revision_4,
CCI-000563,PL-1.1_(i)_(ii),NIST_SP_800-53A,
CCI-000564,PL-1.1_(iii),NIST_SP_800-53A,
CCI-000566,PL-1.1_(iv)_(v),NIST_SP_800-53A,
CCI-000567,PL-1.1_(vi),NIST_SP_800-53A,
CCI-001636,PL-1.2_(i),NIST_SP_800-53A,
CCI-001637,PL-1.2_(ii),NIST_SP_800-53A,
CCI-000565,PL-1.2_(ii),NIST_SP_800-53A,
CCI-001638,PL-1.2_(iii),NIST_SP_800-53A,
CCI-000568,PL-1.2_(iv),NIST_SP_800-53A,
CCI-000576,PL-2_(1)_(a),NIST_SP_800-53,
CCI-000577,PL-2_(1)_(b),NIST_SP_800-53,
CCI-000578,PL-2_(1)_(b),NIST_SP_800-53,
CCI-000576,PL-2_(1).1_(i)_(ii)_(iii)_(iv)_(v),NIST_SP_800-53A,
CCI-000577,PL-2_(1).1_(iii),NIST_SP_800-53A,
CCI-000578,PL-2_(1).1_(iv),NIST_SP_800-53A,
CCI-000580,PL-2_(2)_(a),NIST_SP_800-53,
CCI-000581,PL-2_(2)_(a),NIST_SP_800-53,
CCI-000582,PL-2_(2)_(a),NIST_SP_800-53,
CCI-000583,PL-2_(2)_(b),NIST_SP_800-53,
CCI-000584,PL-2_(2)_(b),NIST_SP_800-53,
CCI-000585,PL-2_(2)_(c),NIST_SP_800-53,
CCI-000586,PL-2_(2)_(d),NIST_SP_800-53,
CCI-000587,PL-2_(2)_(d),NIST_SP_800-53,
CCI-000588,PL-2_(2)_(d),NIST_SP_800-53,
CCI-000589,PL-2_(2)_(d),NIST_SP_800-53,
CCI-000590,PL-2_(2)_(e),NIST_SP_800-53,
CCI-000591,PL-2_(2)_(e),NIST_SP_800-53,
CCI-000580,PL-2_(2).1,NIST_SP_800-53A,
CCI-000581,PL-2_(2).1,NIST_SP_800-53A,
CCI-000582,PL-2_(2).1,NIST_SP_800-53A,
CCI-000583,PL-2_(2).1,NIST_SP_800-53A,
CCI-000584,PL-2_(2).1,NIST_SP_800-53A,
CCI-000585,PL-2_(2).1,NIST_SP_800-53A,
CCI-000586,PL-2_(2).1,NIST_SP_800-53A,
CCI-000587,PL-2_(2).1,NIST_SP_800-53A,
CCI-000588,PL-2_(2).1,NIST_SP_800-53A,
CCI-000589,PL-2_(2).1,NIST_SP_800-53A,
CCI-000590,PL-2_(2).1,NIST_SP_800-53A,
CCI-000591,PL-2_(2).1,NIST_SP_800-53A,
CCI-003065,PL-2_(3),NIST_SP_800-53_Revision_4,
CCI-003066,PL-2_(3),NIST_SP_800-53_Revision_4,
CCI-003067,PL-2_(3),NIST_SP_800-53_Revision_4,
CCI-000570,PL-2_a,NIST_SP_800-53,
CCI-000571,PL-2_a,NIST_SP_800-53,
CCI-003049,PL-2_a,NIST_SP_800-53_Revision_4,
CCI-003050,PL-2_a_1,NIST_SP_800-53_Revision_4,
CCI-003051,PL-2_a_2,NIST_SP_800-53_Revision_4,
CCI-003052,PL-2_a_3,NIST_SP_800-53_Revision_4,
CCI-003053,PL-2_a_4,NIST_SP_800-53_Revision_4,
CCI-003054,PL-2_a_5,NIST_SP_800-53_Revision_4,
CCI-003055,PL-2_a_6,NIST_SP_800-53_Revision_4,
CCI-003056,PL-2_a_7,NIST_SP_800-53_Revision_4,
CCI-003057,PL-2_a_8,NIST_SP_800-53_Revision_4,
CCI-000571,PL-2_a_9,NIST_SP_800-53_Revision_4,
CCI-000572,PL-2_b,NIST_SP_800-53,
CCI-000573,PL-2_b,NIST_SP_800-53,
CCI-003058,PL-2_b,NIST_SP_800-53_Revision_4,
CCI-003059,PL-2_b,NIST_SP_800-53_Revision_4,
CCI-003060,PL-2_b,NIST_SP_800-53_Revision_4,
CCI-003061,PL-2_b,NIST_SP_800-53_Revision_4,
CCI-003062,PL-2_b,NIST_SP_800-53_Revision_4,
CCI-000572,PL-2_c,NIST_SP_800-53_Revision_4,
CCI-000573,PL-2_c,NIST_SP_800-53_Revision_4,
CCI-000574,PL-2_c,NIST_SP_800-53,
CCI-000574,PL-2_d,NIST_SP_800-53_Revision_4,
CCI-003063,PL-2_e,NIST_SP_800-53_Revision_4,
CCI-003064,PL-2_e,NIST_SP_800-53_Revision_4,
CCI-000570,PL-2.1_(i),NIST_SP_800-53A,
CCI-000571,PL-2.1_(i),NIST_SP_800-53A,
CCI-000572,PL-2.1_(ii),NIST_SP_800-53A,
CCI-000573,PL-2.1_(iii),NIST_SP_800-53A,
CCI-000574,PL-2.1_(iv),NIST_SP_800-53A,
CCI-000594,PL-4_(1),NIST_SP_800-53,
CCI-000594,PL-4_(1),NIST_SP_800-53_Revision_4,
CCI-000595,PL-4_(1),NIST_SP_800-53,
CCI-000595,PL-4_(1),NIST_SP_800-53_Revision_4,
CCI-000596,PL-4_(1),NIST_SP_800-53,
CCI-000594,PL-4_(1).1,NIST_SP_800-53A,
CCI-000595,PL-4_(1).1,NIST_SP_800-53A,
CCI-000596,PL-4_(1).1,NIST_SP_800-53A,
CCI-001639,PL-4_a,NIST_SP_800-53,
CCI-001639,PL-4_a,NIST_SP_800-53_Revision_4,
CCI-000592,PL-4_a,NIST_SP_800-53,
CCI-000592,PL-4_a,NIST_SP_800-53_Revision_4,
CCI-000593,PL-4_b,NIST_SP_800-53,
CCI-000593,PL-4_b,NIST_SP_800-53_Revision_4,
CCI-003068,PL-4_c,NIST_SP_800-53_Revision_4,
CCI-003069,PL-4_c,NIST_SP_800-53_Revision_4,
CCI-003070,PL-4_d,NIST_SP_800-53_Revision_4,
CCI-000592,PL-4.1_(i),NIST_SP_800-53A,
CCI-001639,PL-4.1_(ii),NIST_SP_800-53A,
CCI-000593,PL-4.1_(iii),NIST_SP_800-53A,
CCI-000597,PL-5,NIST_SP_800-53,
CCI-000597,PL-5.1_(i)_(ii),NIST_SP_800-53A,
CCI-000598,PL-6,NIST_SP_800-53,
CCI-000599,PL-6,NIST_SP_800-53,
CCI-000600,PL-6,NIST_SP_800-53,
CCI-000598,PL-6.1,NIST_SP_800-53A,
CCI-000599,PL-6.1,NIST_SP_800-53A,
CCI-000600,PL-6.1,NIST_SP_800-53A,
CCI-003071,PL-7_a,NIST_SP_800-53_Revision_4,
CCI-000577,PL-7_b,NIST_SP_800-53_Revision_4,
CCI-000578,PL-7_b,NIST_SP_800-53_Revision_4,
CCI-003081,PL-8_(1)_(a),NIST_SP_800-53_Revision_4,
CCI-003082,PL-8_(1)_(a),NIST_SP_800-53_Revision_4,
CCI-003083,PL-8_(1)_(a),NIST_SP_800-53_Revision_4,
CCI-003084,PL-8_(1)_(a),NIST_SP_800-53_Revision_4,
CCI-003085,PL-8_(1)_(a),NIST_SP_800-53_Revision_4,
CCI-003086,PL-8_(1)_(a),NIST_SP_800-53_Revision_4,
CCI-003087,PL-8_(1)_(b),NIST_SP_800-53_Revision_4,
CCI-003088,PL-8_(2),NIST_SP_800-53_Revision_4,
CCI-003072,PL-8_a,NIST_SP_800-53_Revision_4,
CCI-003073,PL-8_a_1,NIST_SP_800-53_Revision_4,
CCI-003074,PL-8_a_2,NIST_SP_800-53_Revision_4,
CCI-003075,PL-8_a_3,NIST_SP_800-53_Revision_4,
CCI-003076,PL-8_b,NIST_SP_800-53_Revision_4,
CCI-003077,PL-8_b,NIST_SP_800-53_Revision_4,
CCI-003078,PL-8_c,NIST_SP_800-53_Revision_4,
CCI-003079,PL-8_c,NIST_SP_800-53_Revision_4,
CCI-003080,PL-8_c,NIST_SP_800-53_Revision_4,
CCI-003117,PL-9,NIST_SP_800-53_Revision_4,
CCI-003118,PL-9,NIST_SP_800-53_Revision_4,
CCI-001680,PM-1_a,NIST_SP_800-53,
CCI-000023,PM-1_a,NIST_SP_800-53,
CCI-000073,PM-1_a,NIST_SP_800-53,
CCI-000074,PM-1_a,NIST_SP_800-53,
CCI-001543,PM-1_a,NIST_SP_800-53,
CCI-000073,PM-1_a_1,NIST_SP_800-53_Revision_4,
CCI-002985,PM-1_a_1,NIST_SP_800-53_Revision_4,
CCI-001680,PM-1_a_2,NIST_SP_800-53_Revision_4,
CCI-002986,PM-1_a_2,NIST_SP_800-53_Revision_4,
CCI-002984,PM-1_a_3,NIST_SP_800-53_Revision_4,
CCI-002987,PM-1_a_3,NIST_SP_800-53_Revision_4,
CCI-000074,PM-1_a_4,NIST_SP_800-53_Revision_4,
CCI-002988,PM-1_a_4,NIST_SP_800-53_Revision_4,
CCI-000075,PM-1_b,NIST_SP_800-53,
CCI-000075,PM-1_b,NIST_SP_800-53_Revision_4,
CCI-000076,PM-1_b,NIST_SP_800-53,
CCI-000076,PM-1_b,NIST_SP_800-53_Revision_4,
CCI-000077,PM-1_c,NIST_SP_800-53,
CCI-000077,PM-1_c,NIST_SP_800-53_Revision_4,
CCI-002989,PM-1_d,NIST_SP_800-53_Revision_4,
CCI-002990,PM-1_d,NIST_SP_800-53_Revision_4,
CCI-001680,PM-1.1_(i),NIST_SP_800-53A,
CCI-000023,PM-1.1_(i),NIST_SP_800-53A,
CCI-000073,PM-1.1_(i),NIST_SP_800-53A,
CCI-000074,PM-1.1_(i),NIST_SP_800-53A,
CCI-000076,PM-1.1_(ii),NIST_SP_800-53A,
CCI-000075,PM-1.1_(iii),NIST_SP_800-53A,
CCI-000077,PM-1.1_(iv),NIST_SP_800-53A,
CCI-001543,PM-1.1_(v),NIST_SP_800-53A,
CCI-000229,PM-10_a,NIST_SP_800-53,
CCI-000229,PM-10_a,NIST_SP_800-53_Revision_4,
CCI-000230,PM-10_a,NIST_SP_800-53,
CCI-000230,PM-10_a,NIST_SP_800-53_Revision_4,
CCI-000231,PM-10_a,NIST_SP_800-53,
CCI-000231,PM-10_a,NIST_SP_800-53_Revision_4,
CCI-000233,PM-10_b,NIST_SP_800-53,
CCI-000233,PM-10_b,NIST_SP_800-53_Revision_4,
CCI-000234,PM-10_c,NIST_SP_800-53,
CCI-000234,PM-10_c,NIST_SP_800-53_Revision_4,
CCI-000229,PM-10.1_(i),NIST_SP_800-53A,
CCI-000230,PM-10.1_(i),NIST_SP_800-53A,
CCI-000231,PM-10.1_(i),NIST_SP_800-53A,
CCI-000233,PM-10.1_(ii),NIST_SP_800-53A,
CCI-000234,PM-10.1_(iii),NIST_SP_800-53A,
CCI-000235,PM-11_a,NIST_SP_800-53,
CCI-000235,PM-11_a,NIST_SP_800-53_Revision_4,
CCI-000236,PM-11_b,NIST_SP_800-53,
CCI-000236,PM-11_b,NIST_SP_800-53_Revision_4,
CCI-000235,PM-11.1_(i),NIST_SP_800-53A,
CCI-000236,PM-11.1_(ii),NIST_SP_800-53A,
CCI-002996,PM-12,NIST_SP_800-53_Revision_4,
CCI-002997,PM-13,NIST_SP_800-53_Revision_4,
CCI-002998,PM-14_a_1,NIST_SP_800-53_Revision_4,
CCI-002999,PM-14_a_1,NIST_SP_800-53_Revision_4,
CCI-003000,PM-14_a_1,NIST_SP_800-53_Revision_4,
CCI-003001,PM-14_a_1,NIST_SP_800-53_Revision_4,
CCI-003002,PM-14_a_1,NIST_SP_800-53_Revision_4,
CCI-003003,PM-14_a_1,NIST_SP_800-53_Revision_4,
CCI-003004,PM-14_a_2,NIST_SP_800-53_Revision_4,
CCI-003005,PM-14_a_2,NIST_SP_800-53_Revision_4,
CCI-003006,PM-14_a_2,NIST_SP_800-53_Revision_4,
CCI-003007,PM-14_b,NIST_SP_800-53_Revision_4,
CCI-003008,PM-14_b,NIST_SP_800-53_Revision_4,
CCI-003009,PM-14_b,NIST_SP_800-53_Revision_4,
CCI-003010,PM-15_a,NIST_SP_800-53_Revision_4,
CCI-003011,PM-15_b,NIST_SP_800-53_Revision_4,
CCI-003012,PM-15_c,NIST_SP_800-53_Revision_4,
CCI-003013,PM-16,NIST_SP_800-53_Revision_4,
CCI-000078,PM-2,NIST_SP_800-53,
CCI-000078,PM-2,NIST_SP_800-53_Revision_4,
CCI-000078,PM-2.1_(i_and_ii),NIST_SP_800-53A,
CCI-000080,PM-3_a,NIST_SP_800-53,
CCI-000080,PM-3_a,NIST_SP_800-53_Revision_4,
CCI-000081,PM-3_b,NIST_SP_800-53,
CCI-000081,PM-3_b,NIST_SP_800-53_Revision_4,
CCI-000141,PM-3_c,NIST_SP_800-53,
CCI-000141,PM-3_c,NIST_SP_800-53_Revision_4,
CCI-000080,PM-3.1_(i_and_ii),NIST_SP_800-53A,
CCI-000081,PM-3.1_(iii),NIST_SP_800-53A,
CCI-000141,PM-3.1_(iv),NIST_SP_800-53A,
CCI-000142,PM-4,NIST_SP_800-53,
CCI-000170,PM-4,NIST_SP_800-53,
CCI-000142,PM-4_a_1,NIST_SP_800-53_Revision_4,
CCI-002991,PM-4_a_1,NIST_SP_800-53_Revision_4,
CCI-000170,PM-4_a_2,NIST_SP_800-53_Revision_4,
CCI-002992,PM-4_a_3,NIST_SP_800-53_Revision_4,
CCI-002993,PM-4_b,NIST_SP_800-53_Revision_4,
CCI-000142,PM-4.1_(i),NIST_SP_800-53A,
CCI-000170,PM-4.1_(ii),NIST_SP_800-53A,
CCI-000207,PM-5,NIST_SP_800-53,
CCI-000207,PM-5,NIST_SP_800-53_Revision_4,
CCI-000207,PM-5.1_(i_and_ii),NIST_SP_800-53A,
CCI-000209,PM-6,NIST_SP_800-53,
CCI-000209,PM-6,NIST_SP_800-53_Revision_4,
CCI-000210,PM-6,NIST_SP_800-53,
CCI-000210,PM-6,NIST_SP_800-53_Revision_4,
CCI-000211,PM-6,NIST_SP_800-53,
CCI-000211,PM-6,NIST_SP_800-53_Revision_4,
CCI-000209,PM-6.1_(i),NIST_SP_800-53A,
CCI-000210,PM-6.1_(ii),NIST_SP_800-53A,
CCI-000211,PM-6.1_(iii),NIST_SP_800-53A,
CCI-000212,PM-7,NIST_SP_800-53,
CCI-000212,PM-7,NIST_SP_800-53_Revision_4,
CCI-000212,PM-7.1,NIST_SP_800-53A,
CCI-001640,PM-8,NIST_SP_800-53,
